data_copa,time_a,time_b,placar,gols_do_time_da_casa,gols_do_time_da_fora,saldo_gols_do_time_da_casa,saldo_gols_do_time_da_fora,teve_prorrogacao,foi_para_penaltis,placar_penaltis,gols_do_time_da_casa_penaltis,gols_do_time_da_fora_penaltis,time_da_casa_vencedor,time_da_fora_vencedor,empatou,sede,vencedor_copa,sede_vencedor,qtd_times_parcticipantes
1970,Brazil,England,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,West Germany,Bulgaria,5Ð2,5,2,3,-3,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Soviet Union,El Salvador,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Sweden,Uruguay,1-0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Brazil,Romania,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,West Germany,Peru,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Mexico,Belgium,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Italy,Israel,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Mexico,Brazil,0,16
1970,England,Czechoslovakia,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Bulgaria,Morocco,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Brazil,0,16
1970,Brazil,Peru,4Ð2,4,2,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Italy,Mexico,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Soviet Union,Uruguay,0Ð1,0,1,-1,1,1,0,0-0,0,0,0,1,0,Mexico,Brazil,0,16
1970,West Germany,England,3Ð2,3,2,1,-1,1,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Brazil,Uruguay,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Italy,West Germany,4Ð3,4,3,1,-1,1,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,West Germany,Uruguay,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1970,Brazil,Italy,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Mexico,Brazil,0,16
1974,Brazil,Yugoslavia,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,West Germany,Chile,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,East Germany,Australia,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Zaire,Scotland,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Sweden,Bulgaria,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Uruguay,Netherlands,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Italy,Haiti,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Poland,Argentina,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Australia,West Germany,0Ð3,0,3,-3,3,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Chile,East Germany,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Scotland,Brazil,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Yugoslavia,Zaire,9Ð0,9,0,9,-9,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Bulgaria,Uruguay,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Netherlands,Sweden,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Argentina,Italy,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Haiti,Poland,0Ð7,0,7,-7,7,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Australia,Chile,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Scotland,Yugoslavia,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Zaire,Brazil,0Ð3,0,3,-3,3,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,East Germany,West Germany,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Bulgaria,Netherlands,1Ð4,1,4,-3,3,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Sweden,Uruguay,3Ð0,3,0,3,-3,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Argentina,Haiti,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Poland,Italy,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Yugoslavia,West Germany,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Brazil,East Germany,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Netherlands,Argentina,4Ð0,4,0,4,-4,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Sweden,Poland,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Argentina,Brazil,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,East Germany,Netherlands,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Poland,Yugoslavia,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,West Germany,Sweden,4Ð2,4,2,2,-2,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Poland,West Germany,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Argentina,East Germany,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,West Germany,West Germany,1,16
1974,Netherlands,Brazil,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Sweden,Yugoslavia,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,West Germany,West Germany,1,16
1974,Brazil,Poland,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1974,Netherlands,West Germany,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,West Germany,West Germany,1,16
1978,West Germany,Poland,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Italy,France,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Tunisia,Mexico,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Argentina,Hungary,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Austria,Spain,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Brazil,Sweden,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Netherlands,Iran,3Ð0,3,0,3,-3,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Peru,Scotland,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Italy,Hungary,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Poland,Tunisia,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,West Germany,Mexico,6Ð0,6,0,6,-6,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Argentina,France,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Austria,Sweden,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Brazil,Spain,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Netherlands,Peru,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Scotland,Iran,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,France,Hungary,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Poland,Mexico,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,West Germany,Tunisia,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Argentina,Italy,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Argentina,Argentina,1,16
1978,Brazil,Austria,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Spain,Sweden,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Peru,Iran,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Scotland,Netherlands,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Austria,Netherlands,1Ð5,1,5,-4,4,0,0,0-0,0,0,0,1,0,Argentina,Argentina,1,16
1978,Italy,West Germany,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Brazil,Peru,3Ð0,3,0,3,-3,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Argentina,Poland,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Peru,Poland,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Argentina,Argentina,1,16
1978,Italy,Austria,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Netherlands,West Germany,2Ð2,2,2,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Argentina,Brazil,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Argentina,Argentina,1,16
1978,Austria,West Germany,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Italy,Netherlands,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Argentina,Argentina,1,16
1978,Brazil,Poland,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Argentina,Peru,6Ð0,6,0,6,-6,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Brazil,Italy,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1978,Argentina,Netherlands,3Ð1,3,1,2,-2,1,0,0-0,0,0,1,0,0,Argentina,Argentina,1,16
1982,Argentina,Belgium,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,Italy,Poland,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Brazil,Soviet Union,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Peru,Cameroon,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Hungary,El Salvador,10Ð1,10,1,9,-9,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Scotland,New Zealand,5Ð2,5,2,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,West Germany,Algeria,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,England,France,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Spain,Honduras,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Chile,Austria,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,Czechoslovakia,Kuwait,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Yugoslavia,Northern Ireland,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Italy,Peru,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Argentina,Hungary,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Brazil,Scotland,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Poland,Cameroon,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Belgium,El Salvador,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Soviet Union,New Zealand,3Ð0,3,0,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,West Germany,Chile,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,England,Czechoslovakia,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Spain,Yugoslavia,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Algeria,Austria,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,France,Kuwait,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Honduras,Northern Ireland,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Poland,Peru,5Ð1,5,1,4,-4,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Belgium,Hungary,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Soviet Union,Scotland,2Ð2,2,2,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Italy,Cameroon,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Argentina,El Salvador,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Brazil,New Zealand,4Ð0,4,0,4,-4,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Algeria,Chile,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,France,Czechoslovakia,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Honduras,Yugoslavia,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,West Germany,Austria,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,England,Kuwait,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Spain,Northern Ireland,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,Austria,France,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,Poland,Belgium,3Ð0,3,0,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Italy,Argentina,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,West Germany,England,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Austria,Northern Ireland,2Ð2,2,2,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Belgium,Soviet Union,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,Argentina,Brazil,1Ð3,1,3,-2,2,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,West Germany,Spain,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,France,Northern Ireland,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Soviet Union,Poland,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Italy,Brazil,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Spain,England,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Spain,Italy,0,24
1982,Poland,Italy,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,Spain,Italy,0,24
1982,West Germany,France,3Ð3,3,3,0,0,1,1,5Ð4,5,4,1,0,0,Spain,Italy,0,24
1982,Poland,France,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1982,Italy,West Germany,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Spain,Italy,0,24
1986,Bulgaria,Italy,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Spain,Brazil,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Canada,France,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Argentina,South Korea,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Soviet Union,Hungary,6Ð0,6,0,6,-6,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Morocco,Poland,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Belgium,Mexico,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Algeria,Northern Ireland,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Portugal,England,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Paraguay,Iraq,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Uruguay,West Germany,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Scotland,Denmark,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Italy,Argentina,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,France,Soviet Union,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,South Korea,Bulgaria,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Hungary,Canada,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Brazil,Algeria,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,England,Morocco,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Mexico,Paraguay,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Northern Ireland,Spain,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Poland,Portugal,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Iraq,Belgium,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,West Germany,Scotland,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Denmark,Uruguay,6Ð1,6,1,5,-5,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Hungary,France,0Ð3,0,3,-3,3,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Soviet Union,Canada,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Argentina,Bulgaria,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,South Korea,Italy,2Ð3,2,3,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Iraq,Mexico,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Paraguay,Belgium,2Ð2,2,2,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,England,Poland,3Ð0,3,0,3,-3,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Portugal,Morocco,1Ð3,1,3,-2,2,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Algeria,Spain,0Ð3,0,3,-3,3,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Northern Ireland,Brazil,0Ð3,0,3,-3,3,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Denmark,West Germany,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Scotland,Uruguay,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Mexico,Argentina,0,24
1986,Mexico,Bulgaria,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Soviet Union,Belgium,3Ð4,3,4,-1,1,1,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Brazil,Poland,4Ð0,4,0,4,-4,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Argentina,Uruguay,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Italy,France,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Morocco,West Germany,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,England,Paraguay,3Ð0,3,0,3,-3,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Denmark,Spain,1Ð5,1,5,-4,4,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Brazil,France,1Ð1,1,1,0,0,1,1,3Ð4,3,4,0,1,0,Mexico,Argentina,0,24
1986,West Germany,Mexico,0Ð0,0,0,0,0,1,1,4Ð1,4,1,1,0,0,Mexico,Argentina,0,24
1986,Argentina,England,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Spain,Belgium,1Ð1,1,1,0,0,1,1,4Ð5,4,5,0,1,0,Mexico,Argentina,0,24
1986,France,West Germany,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Argentina,Belgium,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1986,Belgium,France,2Ð4,2,4,-2,2,1,0,0-0,0,0,0,1,0,Mexico,Argentina,0,24
1986,Argentina,West Germany,3Ð2,3,2,1,-1,0,0,0-0,0,0,1,0,0,Mexico,Argentina,0,24
1990,Argentina,Cameroon,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,Soviet Union,Romania,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,United Arab Emirates,Colombia,0Ð2,0,2,-2,2,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,Italy,Austria,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,United States,Czechoslovakia,1Ð5,1,5,-4,4,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,Brazil,Sweden,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,West Germany,Yugoslavia,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Costa Rica,Scotland,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,England,Republic of Ireland,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Italy,West Germany,0,24
1990,Belgium,South Korea,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Netherlands,Egypt,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Italy,West Germany,0,24
1990,Uruguay,Spain,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Italy,West Germany,0,24
1990,Argentina,Soviet Union,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Cameroon,Romania,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Yugoslavia,Colombia,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Italy,United States,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Austria,Czechoslovakia,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,West Germany,United Arab Emirates,5Ð1,5,1,4,-4,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Brazil,Costa Rica,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Sweden,Scotland,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,England,Netherlands,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Italy,West Germany,0,24
1990,Republic of Ireland,Egypt,0Ð0,0,0,0,0,0,0,0-0,0,0,0,0,1,Italy,West Germany,0,24
1990,Belgium,Uruguay,3Ð1,3,1,2,-2,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,South Korea,Spain,1Ð3,1,3,-2,2,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,Argentina,Romania,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Italy,West Germany,0,24
1990,Cameroon,Soviet Union,0Ð4,0,4,-4,4,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,West Germany,Colombia,1Ð1,1,1,0,0,0,0,0-0,0,0,0,0,1,Italy,West Germany,0,24
1990,Yugoslavia,United Arab Emirates,4Ð1,4,1,3,-3,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Austria,United States,2Ð1,2,1,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Italy,Czechoslovakia,2Ð0,2,0,2,-2,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Brazil,Scotland,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
1990,Sweden,Costa Rica,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,Belgium,Spain,1Ð2,1,2,-1,1,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,South Korea,Uruguay,0Ð1,0,1,-1,1,0,0,0-0,0,0,0,1,0,Italy,West Germany,0,24
1990,England,Egypt,1Ð0,1,0,1,-1,0,0,0-0,0,0,1,0,0,Italy,West Germany,0,24
